# arm,agents,ticks,arrived,crowd_blocked,unreachable,turnaround,walls,expansions,scoped_replans,replay
escal,656,362,656,0,0,1,ok,1803380,1818,replay=match
stallcool,656,339,656,0,0,1,ok,1851044,1472,replay=match
queue2spread,656,341,656,0,0,1,ok,1543598,42,replay=match
canonical,672,1741,672,0,0,1,ok,1263442,0,replay=single
cool,672,340,672,0,0,1,ok,2084869,2337,replay=match
escal,672,370,672,0,0,1,ok,1811865,1730,replay=match
stallcool,672,378,672,0,0,1,ok,1881407,1578,replay=match
queue2spread,672,416,672,0,0,1,ok,1554133,54,replay=match
canonical,688,2001,688,0,0,1,ok,1305340,0,replay=single
cool,688,402,688,0,0,1,ok,2165574,2343,replay=match
escal,688,395,688,0,0,1,ok,1843576,1877,replay=match
stallcool,688,399,688,0,0,1,ok,1937031,1813,replay=match
queue2spread,688,370,688,0,0,1,ok,1596897,75,replay=match
canonical,704,2065,704,0,0,1,ok,1364642,0,replay=single
cool,704,406,704,0,0,1,ok,2258898,2429,replay=match
escal,704,383,704,0,0,1,ok,1966752,1949,replay=match
stallcool,704,403,704,0,0,1,ok,2023748,1736,replay=match
queue2spread,704,385,704,0,0,1,ok,1655239,93,replay=match
canonical,720,2112,720,0,0,1,ok,1404767,0,replay=single
cool,720,381,720,0,0,1,ok,2375468,2470,replay=match
escal,720,379,720,0,0,1,ok,2036475,1989,replay=match
stallcool,720,425,720,0,0,1,ok,2075330,1756,replay=match
queue2spread,720,385,720,0,0,1,ok,1701893,93,replay=match
canonical,736,2112,736,0,0,1,ok,1449251,0,replay=single
cool,736,340,736,0,0,1,ok,2375534,2451,replay=match
escal,736,462,736,0,0,1,ok,2034677,2076,replay=match
stallcool,736,389,736,0,0,1,ok,2156865,1881,replay=match
queue2spread,736,385,736,0,0,1,ok,1743202,93,replay=match
canonical,752,2088,752,0,0,1,ok,1492188,0,replay=single
cool,752,410,752,0,0,1,ok,2491071,2601,replay=match
escal,752,383,752,0,0,1,ok,2045915,1999,replay=match
stallcool,752,451,752,0,0,1,ok,2200335,1977,replay=match
queue2spread,752,385,752,0,0,1,ok,1783186,93,replay=match
canonical,768,2083,768,0,0,1,ok,1511766,0,replay=single
cool,768,372,768,0,0,1,ok,2464459,2474,replay=match
escal,768,430,768,0,0,1,ok,2077933,2089,replay=match
stallcool,768,394,768,0,0,1,ok,2175523,1904,replay=match
queue2spread,768,385,768,0,0,1,ok,1801603,93,replay=match
canonical,784,2071,784,0,0,1,ok,1514113,0,replay=single
cool,784,354,784,0,0,1,ok,2391248,2469,replay=match
escal,784,418,784,0,0,1,ok,2048443,1951,replay=match
stallcool,784,487,784,0,0,1,ok,2159162,1903,replay=match
queue2spread,784,385,784,0,0,1,ok,1803264,93,replay=match
canonical,800,2103,800,0,0,1,ok,1524360,0,replay=single
cool,800,368,800,0,0,1,ok,2463602,2582,replay=match
escal,800,415,800,0,0,1,ok,2047029,1964,replay=match
stallcool,800,380,800,0,0,1,ok,2126368,1659,replay=match
queue2spread,800,458,800,0,0,1,ok,1814036,84,replay=match
canonical,816,2363,816,0,0,1,ok,1566578,0,replay=single
cool,816,447,816,0,0,1,ok,2520647,2668,replay=match
escal,816,416,816,0,0,1,ok,2125954,2051,replay=match
stallcool,816,414,816,0,0,1,ok,2229160,1793,replay=match
queue2spread,816,517,816,0,0,1,ok,1853498,77,replay=match
canonical,832,2419,832,0,0,1,ok,1626200,0,replay=single
cool,832,447,832,0,0,1,ok,2687010,2887,replay=match
escal,832,472,832,0,0,1,ok,2268472,2342,replay=match
stallcool,832,417,832,0,0,1,ok,2368376,1952,replay=match
queue2spread,832,469,832,0,0,1,ok,1910849,113,replay=match
canonical,848,2425,848,0,0,1,ok,1666481,0,replay=single
cool,848,503,848,0,0,1,ok,2740454,2790,replay=match
escal,848,464,848,0,0,1,ok,2283472,2223,replay=match
stallcool,848,407,848,0,0,1,ok,2386759,1949,replay=match
queue2spread,848,469,848,0,0,1,ok,1954245,114,replay=match
canonical,864,2472,864,0,0,1,ok,1711285,0,replay=single
cool,864,429,864,0,0,1,ok,2752430,2738,replay=match
